Type,Name,Price,PriceDiff,Tag,Request_Processor,Request_Memory,Comment_All,Comment_Positive,Comment_Negative,TagMode,TagStyle,TagPerson,TagDimension,TagNumPlayer
game,Dead Cells,349,349,"Adventure, Action Roguelike, Pixel Graphics, Metroidvania, 2D, Roguelike, Souls-like, Replay Value, Hack and Slash, Roguelite, Platformer, Singleplayer, Roguevania, Difficult, Action, Atmospheric, Dark Fantasy, Procedural Generation, Funny, Indie, ",Intermediate,low,143901,139874,4027,Roguelike,"Adventure, Action",,2D,Singleplayer
game,Summer Memories+ - Expansion DLC,120,66,"Sexual Content, Nudity, Mature, Hentai, RPG, Adventure, Pixel Graphics, Anime, Time Management, Simulation, NSFW, JRPG, Multiple Endings, Singleplayer, Indie, Casual, Funny, Memes, FPS, ",Beginner,low,715,540,175,"RPG, Simulation",Adventure,,,Singleplayer
game,Tom Clancy’s The Division® 2,255,594,"Multiplayer, Looter Shooter, Third-Person Shooter, Open World, Action, Singleplayer, Adventure, Online Co-Op, Shooter, RPG, Post-apocalyptic, Co-op, Loot, Massively Multiplayer, Character Customization, Survival, Military, Story Rich, PvP, PvE, ",Intermediate,normal,13712,9581,4131,RPG,"Action, Adventure, Co-op, Survival",,,"Multiplayer, Singleplayer"
game,MEGA MAN X DiVE Offline,620,320,"Action, 2D, Side Scroller, Singleplayer, RPG, Action RPG, 1990's, Sci-fi, Retro, Spectacle fighter, Robots, PvE, Character Customization, ",Intermediate,low,705,603,102,RPG,Action,,2D,Singleplayer
game,Mount & Blade II: Bannerlord,839,560,"Medieval, Strategy, Open World, RPG, War, Sandbox, Multiplayer, Singleplayer, Action, Character Customization, Simulation, Moddable, Adventure, Horses, Realistic, Third Person, First-Person, Historical, Great Soundtrack, Early Access, ",Beginner,normal,233958,205731,28227,"RPG, Simulation","Strategy, Action, Adventure",Third Person,,"Multiplayer, Singleplayer"
game,The Sims™ 4,980,927,"Free to Play, Life Sim, Character Customization, Building, Romance, Sandbox, Singleplayer, Simulation, Dating Sim, Immersive Sim, Multiplayer, Relaxing, Casual, Cute, Funny, Realistic, Family Friendly, Adventure, Cartoony, Fantasy, ",Beginner,low,121554,106398,15156,Simulation,Adventure,,,"Singleplayer, Multiplayer"
game,FINAL FANTASY XV WINDOWS EDITION,596,894,"RPG, Open World, JRPG, Fantasy, Story Rich, Great Soundtrack, Singleplayer, Adventure, Action, Multiplayer, Action RPG, Third Person, Anime, Hack and Slash, Atmospheric, Online Co-Op, Co-op, Violent, First-Person, Nudity, ",Intermediate,normal,47560,39418,8142,RPG,"Adventure, Action, Co-op",Third Person,,"Singleplayer, Multiplayer"
game,Against the Storm,454,245,"Strategy, Base Building, Simulation, City Builder, Management, Building, Sandbox, Resource Management, Grand Strategy, Colony Sim, Survival, Open World, Moddable, RTS, Singleplayer, Real-Time with Pause, 4X, Replay Value, Historical, Roguelike, ",Beginner,low,18434,17608,826,"Simulation, RTS, Roguelike","Strategy, Survival",,,Singleplayer
game,The Last of Us™ Part I,998,492,"Story Rich, Zombies, Post-apocalyptic, Singleplayer, Action, Adventure, Emotional, Cinematic, Violent, Great Soundtrack, Action-Adventure, Third-Person Shooter, Third Person, Gore, Atmospheric, Horror, Survival Horror, Drama, Remake, Multiplayer, ",Advanced,high,46061,30916,15145,,"Action, Adventure",Third Person,,"Singleplayer, Multiplayer"
game,OCTOPATH TRAVELER II,1253,537,"RPG, Turn-Based, JRPG, 2.5D, Party-Based RPG, Open World, Story Rich, Choices Matter, Turn-Based Combat, Cute, Strategy, Anime, Fantasy, Pixel Graphics, Casual, Magic, Atmospheric, Adventure, Emotional, Singleplayer, ",Beginner,normal,9148,8787,361,RPG,"Strategy, Adventure",,2.5D,Singleplayer
game,NOBUNAGA'S AMBITION: Awakening,1194,796,"Wargame, Real Time Tactics, Immersive Sim, Grand Strategy, RTS, Strategy, Historical, Alternate History, Story Rich, Tactical, Simulation, Resource Management, Singleplayer, Replay Value, Military, 3D, Epic, Addictive, Great Soundtrack, ",Beginner,low,1807,1316,491,"RTS, Simulation",Strategy,,3D,Singleplayer
game,EA SPORTS FC™ 24,799,1200,"Sports, Football (Soccer), Controller, PvP, Competitive, eSports, Multiplayer, PvE, 3D, Simulation, First-Person, Realistic, Local Multiplayer, Action, Co-op, Local Co-Op, Family Friendly, Online Co-Op, Singleplayer, Early Access, ",Intermediate,normal,33493,19046,14447,Simulation,"Action, Co-op",,3D,"Multiplayer, Singleplayer"
game,Sunkenland,262,66,"Early Access, Open World Survival Craft, Co-op, Survival, Underwater, Base Building, Crafting, Adventure, Multiplayer, Exploration, Open World, FPS, Sandbox, Post-apocalyptic, PvE, Shooter, Realistic, Action, Trading, 3D, ",Beginner,low,13552,11385,2167,,"Co-op, Survival, Adventure, Action",,3D,Multiplayer
game,Back 4 Blood,223,1267,"Zombies, Online Co-Op, Multiplayer, Shooter, FPS, Action, Co-op, Gore, Horror, First-Person, Singleplayer, Survival, Blood, Violent, Adventure, Survival Horror, PvP, PvE, Roguelite, Replay Value, ",Intermediate,normal,51232,33811,17421,,"Action, Co-op, Survival, Adventure",,,"Multiplayer, Singleplayer"
game,No Man's Sky,449,449,"Open World, Open World Survival Craft, Space, Exploration, Sci-fi, Survival, Procedural Generation, Adventure, First-Person, Sandbox, Singleplayer, Multiplayer, Atmospheric, Crafting, Space Sim, Indie, Action, Simulation, FPS, VR, ",Beginner,normal,287095,228286,58809,Simulation,"Survival, Adventure, Action",,,"Singleplayer, Multiplayer"
game,Project Zomboid,219,109,"Survival, Zombies, Open World, Open World Survival Craft, Multiplayer, Sandbox, Post-apocalyptic, Co-op, Crafting, Indie, Building, Simulation, RPG, Survival Horror, Realistic, Isometric, Singleplayer, 2D, Adventure, Early Access, ",Beginner,low,260016,244599,15417,"Simulation, RPG","Survival, Co-op, Adventure",,2D,"Multiplayer, Singleplayer"
game,Stray,356,183,"Cats, Adventure, Cyberpunk, Atmospheric, Singleplayer, Cute, Exploration, Robots, Third Person, Beautiful, Puzzle, Horror, Sci-fi, Indie, Dystopian, Open World, Mystery, Colorful, Action, Stealth, ",Intermediate,normal,130475,126933,3542,,"Adventure, Action",Third Person,,Singleplayer
