Type,Name,Price,PriceDiff,Tag,Request_Processor,Request_Memory,Comment_All,Comment_Positive,Comment_Negative,TagMode,TagStyle,TagPerson,TagDimension,TagNumPlayer
game,PowerWash Simulator,632,158,"Casual, Relaxing, Simulation, First-Person, Sandbox, 3D, Funny, Immersive Sim, Multiplayer, Story Rich, Co-op, Colorful, Family Friendly, Realistic, Online Co-Op, Wholesome, Singleplayer, Indie, Cozy, Atmospheric, ",Intermediate,low,40774,39735,1039,Simulation,Co-op,,3D,"Multiplayer, Singleplayer"
game,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,714,476,"JRPG, Turn-Based Combat, RPG, Party-Based RPG, Story Rich, Dragons, 3D, Funny, Adventure, 2D, Fantasy, Singleplayer, Colorful, Action, Third Person, Anime, Crafting, Open World, Character Customization, Cartoony, ",Beginner,normal,7508,7063,445,RPG,"Adventure, Action",Third Person,"3D, 2D",Singleplayer
bundle,NejicomiSimulator Complete Pack,1813,1027,"Casual, Indie, Simulation",Beginner,low,0,0,0,Simulation,,,,
game,Cities: Skylines II,1398,0,"Simulation, City Builder, Building, Singleplayer, Sandbox, Management, Economy, Strategy, Realistic, Multiplayer, Moddable, Relaxing, Casual, Resource Management, Atmospheric, Open World, Early Access, Great Soundtrack, Transportation, Psychological Horror, ",Advanced,normal,40943,24818,16125,Simulation,Strategy,,,"Singleplayer, Multiplayer"
bundle,Playmeow Bundle,3805,1970,"Action, Adventure, Simulation, Casual, RPG, Indie, Strategy",Beginner,low,0,0,0,"Simulation, RPG","Action, Adventure, Strategy",,,
game,Call of Duty®: Warzone™,0,0,"Free to Play, Battle Royale, FPS, Multiplayer, Action, Shooter, Violent, First-Person, Gore, Military, Singleplayer, PvP, Online Co-Op, Survival, Co-op, Realistic, Open World, Atmospheric, Third Person, Adventure, ",Intermediate,normal,27915,9222,18693,Battle Royale,"Action, Survival, Co-op, Adventure",Third Person,,"Multiplayer, Singleplayer"
game,ELDEN RING,1790,0,"Souls-like, Dark Fantasy, Open World, RPG, Difficult, Action RPG, Third Person, Multiplayer, Fantasy, Singleplayer, Online Co-Op, Action, Co-op, PvP, Atmospheric, Violent, Great Soundtrack, 3D, Character Customization, Family Friendly, ",Intermediate,high,738113,681620,56493,RPG,"Action, Co-op",Third Person,3D,"Multiplayer, Singleplayer"
game,Age of Empires IV: Anniversary Edition,1088,0,"Strategy, RTS, War, Multiplayer, Singleplayer, Base Building, Medieval, Resource Management, Historical, City Builder, Action RTS, PvP, PvE, Co-op, 3D, Isometric, Management, Open World, Online Co-Op, Mature, ",Intermediate,normal,60878,52809,8069,RTS,"Strategy, Co-op",,3D,"Multiplayer, Singleplayer"
game,No Man's Sky,449,449,"Open World, Open World Survival Craft, Space, Exploration, Sci-fi, Survival, Procedural Generation, Adventure, First-Person, Sandbox, Singleplayer, Multiplayer, Atmospheric, Crafting, Space Sim, Indie, Action, Simulation, FPS, VR, ",Beginner,normal,286443,227634,58809,Simulation,"Survival, Adventure, Action",,,"Singleplayer, Multiplayer"
bundle,Ys VIII: Lacrimosa of Dana Digital Limited Edition,1086,0,"Action, RPG",Beginner,low,0,0,0,RPG,Action,,,
game,The Outlast Trials,366,122,"Early Access, Horror, Multiplayer, Co-op, Survival Horror, Psychological Horror, First-Person, PvE, Character Customization, Stealth, Action-Adventure, Action, Survival, Dark Humor, Alternate History, Realistic, Atmospheric, Dark, Science, Adventure, ",Advanced,normal,41327,38781,2546,,"Co-op, Action, Survival, Adventure",,,Multiplayer
game,"Wartales, Pirates of Belerion",385,43,"RPG, Open World, Turn-Based Strategy, Party-Based RPG, Adventure, Medieval, Co-op, Strategy, Singleplayer, Multiplayer, Turn-Based Combat, Exploration, Indie, Tactical RPG, Survival, Violent, Sandbox, Turn-Based, Story Rich, Online Co-Op, ",Intermediate,normal,63,42,21,RPG,"Adventure, Co-op, Strategy, Survival",,,"Singleplayer, Multiplayer"
game,Dragonheir: Silent Gods,0,0,"Multiplayer, Free to Play, RPG, Adventure, Open World, Turn-Based Combat, Strategy, PvE, PvP, Story Rich, MMORPG, Online Co-Op, Massively Multiplayer, Character Customization, Dungeons & Dragons, Fantasy, CRPG, Class-Based, Dark Fantasy, Party-Based RPG, ",Beginner,normal,1434,940,494,RPG,"Adventure, Strategy",,,Multiplayer
